text;vote1;vote2;vote3;final_vote
I have one person in my head all day.;8;7;7;7
Me on my morning call focusing on nothing but how thic jin looks;4;3;4;4
Had a dream I got lip filler so today I'm fr making an appointment;8;7;7;7
Cramming for philo exam. Wish me luck;6;7;6;6
Headed to the gym & my phone is on 40%;5;4;5;5
Haven't had my coffee yet. Just held an avocado up to my ear to see if it was ripe.;0;4;4;4
I'm in a very loving mood and I just want to give everyone big hugs and kisses if you're willing to let me.;0;7;0;0
I need more moots :( but I'm too shy to message anyone;0;11;0;0
thanks for ignoring my messages for hours thanks to this i believe i do deserve better.;0;7;0;0
I want to go to a Kaytranada show.;8;11;11;11
im So tired but i cant even take a nap bc i have so much work for All my courses;6;7;6;6
I need to go to a skate park;5;0;5;5
i want to try something um;0;4;0;0
Watering plants with one hand, holding onto my phone with the other GO TEMMA ;3;2;2;2
these kids in here are watching bluey ngl i am too;4;5;5;5
i could listen to tubatu talk in japanese all day;7;0;0;0
Listening to one song that suddenly reminded of a different song in Japanese and now I'm wrecking my head over it and will not find peace till I've found it.;4;2;4;4
I don't know where to start with work. Imma just sleep;4;7;4;4
Now it's cold outside like please;3;0;6;-1
Then I get up here to pay and she tell me I have a credit thank you lord . I'm so tired of paying doctors bills & visits;2;0;0;0
I've over-indexed on not being a sleepy-bo-beepy this AM;4;0;4;4
I really need Man's who can pull up on me in not holdin me all night;7;0;0;0
I'm very easily irritated after a full work day/commute;0;4;0;0
Let me get up & get ready for work;4;5;4;4
I'm only passing time Hoping I'll find a glimpse of us;4;0;0;0
my hair chose curly violence today and i'm not okay with that;7;0;7;7
Up and ready for the gym;3;5;5;5
13 Minutes. I'm hoping something happens. If not then tomorrow&lt 3;3;8;3;3
I'm so not ready for the drive I gotta take back home;0;5;5;5
The wind sounds cold outside Back to my winter coat info;0;2;2;2
I am at the end of Catching Fire and I hate it here because I know what's coming;3;4;3;3
no sorry i'm busy lying on the sofa while the sun dries my hair;5;4;4;4
Now my child wants to take baths at night & in the morning I cant say no because what I look like saying no to her for that lol;0;5;0;0
Spotify isnt working and I can hear the footsteps behind me getting closer please fix it;6;4;6;6
I miss her but I missed my shower more,;4;0;0;0
Woke up in a surprisingly good mood today and I have no idea why;6;0;6;6
I'll be driving and thinking so hard , I'll forget I'm driving lol;4;0;4;4
hobi left and it started pouring rain THE SUN IS ACTUALLY GONE IM SICK TO MY STOMACH;5;0;5;5
OMYGOD THE MOOD SHIFTING I KENNAT;4;0;0;0
Ehem, Powernap is over! Get back to work!;3;6;6;6
I hope they give me a date to get my braces off today;7;5;5;5
I'm still recovering from a sunburn I got at a baseball game this weekend and... today it's snowing. Yep. I'm back in the midwest and it's spring.;11;7;7;7
They are probably doing it right here in my building. All you here all night is crying and begging;0;11;0;0
need to learn how to not one little inconvenience ruin my mood for the day;7;11;11;11
let me get back to reading jjk real quick;4;1;4;4
time to blast mad woman on repeat while i sit here on the verge of tears;5;4;4;4
! at this minute I'm by my iPad and I don't have any idea what to draw ! providing this tweet don't get "105" replies (I don't have that much drawing in me today) hit me and I will try my best ;7;4;4;4
I definitely have a meeting at 11 and I'm just BIG chillin;5;6;6;6
im glad the kids are resting and enjoying their vocations;0;9;9;9
Boss says day off is Friday..watch how I high out Thursday night;8;9;8;8
josh is fuming i'm in tears;2;0;2;2
loneliness and sleepiness are striking once again, wonder if i'll still be able to wake up tomorrow or my body will need an overly rest for hours to cope with the awfulness i feel;7;8;8;8
first 5 hours of the exam were ok but i still have another 5 tomorrow;7;8;8;8
back to my flower/nature walks today :) i'm forcing myself out of this funk, whether i like it or not.;0;4;4;4
Happy Monday Hope you're able to have a decent day, find some peace if just for a minute. Drink fluids and be kind if you can;7;0;0;0
I was gonna go to work on Saturday but I need some family time, I been working a lot;0;9;9;9
Love the sound of my cash app going off randomly;0;9;0;0
I wanna go to a book store and do a haul;5;6;5;5
i wanna talk about how the best hair drying method is actually just sitting in your car while the ac blasts on like 72;4;0;0;0
4 people to see & I can go home;5;6;6;6
Been drawing for the whole day didn't realized I didn't eat so when that Char Siew Rice entered my human systems, my stomach immediately went RED ALERT;6;0;0;0
Clear break feed, dry food, go looking for trouble, appetite is awakened!;4;5;4;4
i just wanted to update both weverse and weverse shop and i can't open the apps since the morning im going insane;0;6;6;6
lord please help me get through this shift as I have been up since 3am!!!;6;7;6;6
The sun is shining and I actually have washing out on the line in the garden. I might sit out there with a book later on;5;6;5;5
hi i had a cute little date yesterday and i just wanted to say i want to stare at the sparkle in her eyes for hours;0;10;0;0
spending my days reading kaishin dj sorry joongdok but I'm going to focus on kaishin for a bit San San fi( waa )fo;5;10;10;10
I spent the entire day grocery shopping and then meal prepping.... And all the food is going to waste. Love it.;4;8;8;8
Not like I drink like that anyway but, I'm about to see something;0;6;0;0
i hope someone, ask me if I'm okay;0;2;0;0
I'm so glad I have AL this week, Alhamdulilah, that lie in was soooo needed ;0;9;9;9
Need me someone to kiss passionately while we get shield from the chug keg fr;0;3;0;0
I was excited to go shopping on my lunch break and forgot I scheduled actual therapy and not retail therapy during it lol.;0;6;0;0
I don't understand how I break phones so fast but I had to get a new one this morning;0;6;0;0
When you're trying to work but all you can do is think of all the naughty stuff you did at the weekend;7;3;3;3
I get car sick this early in the morning.;5;0;0;0
I woke up this morning I'm not beefing with nobody kids GREAT. I feel good;0;7;0;0
the cat is sticking his head under the flume flag on my wall and meowing;0;2;2;2
i also just realized i cant defrost the chicken in half an hour...;5;0;5;5
And all I can think about is if my dog is okay. Like alone in a new house I feel like he's okay but idk;0;7;7;7
It's early in the morning and I'm already thinking about dyeing my hair anyways good morning!;5;8;5;5
I don't see how y'all wear that lace band all day , I can barely sleep with mine;7;0;0;0
im about to have a meeting wish me luck;3;5;5;5
Only put off until tomorrow what you are willing to die having left undone.;8;0;0;0
Going to the gym so i can make meringue without a standing mixer;4;5;5;5
Regretting having a cup of tea after 9pm, I sound like I have allergies to lactose and fructose rn;0;5;5;5
it's way to early for me to be on my way to work;5;4;4;4
When I get in this mood my phone on dnd;0;7;0;0
the mentality that ive already spent so much money today so buying coffee isnt gonna make a dent;3;7;3;3
I want some chips and salsa and a margarita;4;6;4;4
I need to start opening my request messages.. the love of my life might be in there;3;7;3;3
Slide to my dm guys, come on;3;7;7;7
Let me finally go to the gym;5;4;5;5
SEEING NOTHING MEGKOOK ON MY TL! IM UP!!!!;0;2;0;0
I'm so tempted to go in the car during IA imma still go but I'm tired;4;7;4;4
guess who's about to take an edible and go to ihop;3;7;7;7
watch died overnight and that's how i get my alarms so i was 20 min late to work i hate it here;0;7;0;0
I came to the spaghetti restaurant today. It's delicious here, and the atmosphere is nice, except for one thing that some masked man is threatening to do;0;5;0;0
guess who forgot to set an alarm so now theyre runnin late;0;4;4;4
Let me make pancakes before this electricity vaais;4;5;4;4
Let me get ready to watch this new power rangers movie. Y'all & these spoilers.;6;5;6;6
i slept in so long today and im having a hard time telling myself it's okay to rest ... so, we're going for a walk soon to get the mind off things ;5;6;5;5
I be up so high tryna get a piece of that apple pie;4;7;0;-1
I want a smoothie bowl so bad.;4;5;4;4
Miss one day and this man gotta make it a conversation breaker every time he see me! "You gone be here tomorrow hahaha" ......eeeehhhh go away please ;8;0;0;0
being that i was off last night, it's no reason for me to be eating a candy apple at 8am.. yet here i am.;3;2;3;3
The manager has popped out for 5 minutes to grab lunch, so the shop is closed as there is only us two again today.;2;3;3;3
i'm having the worst runny nose it looked like i was crying infront of THE ntuc cashier;0;8;5;-1
paramore on saturday with my cousins, i feel so good with them around, it's just a very small one of my blood family ;9;7;9;9
The time is ticking and i'm getting more nervous;0;7;7;7
i love waking up to threats in my text messages because someone leaked my phone number. i'm not okay right now.;3;7;7;7
such a beautiful way to start my day;3;4;3;3
officially from here on out referring to overnight sleep as my night naps;0;11;0;0
Have no been eating and now when i didnt eat the whole day, idek what to eat;0;4;4;4
oomfs who think it's okay to just copy whatever i say, please leave me alone i really am starting to feel uncomfortable atp;3;7;0;-1
Anyway I better see everybody who love me at celebration on Thursday or never speak to me again;9;8;8;8
I think it'll be an extra long minute before I do another post, I've got a comic I'm working on lol;2;5;5;5
Forgot my watch at home...the day is not off to a good start;0;7;7;7
Leaving the gym feeling like I'm going to lose my legs;0;2;5;-1
I am waiting patiently for the Agust D-ocumentary;5;11;11;11
It's storming and all I wanna do I sleep and snuggle in bed but I have to go to work;4;6;4;4
I wanna go to the game tonite;7;6;6;6
maintenance is here and i am so scared they're just gonna assume no one is in and come into my room;6;2;6;6
But now we get up and get to this $$;0;1;1;1
i need yoongi to drop the music now, i actually cannot wait until tomorrow. i will dye;8;7;8;8
My Tuesday is already off to a terrible start, I am going to buy the largest cold brew to make myself feel better when I get into the office;5;4;4;4
I need to vent , but i know it ain't safe ;0;1;0;0
Morning, wonder if i have time to bust out a clean up;4;3;3;3
My man off tonight, can't wait to be in skin and get on his nerves .;7;6;6;6
sighs in i gotta do some chores now.;6;4;4;4
